comment,label,rate
Có chút tr?c tr?c nh?ng s?a l?i thì v?n ??p.,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"Ch?t áo ??p, lên dáng ok, m?i t?i m?c h?i ng?a 1 tí ?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t nhanh.",POS,5
Giao lâu.,NEG,2
Ch?t dai ?anh và lì m?t.,NEU,3
Giao hàg thì thôi nhah kh?i nói.,POS,4
?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t V?i áo h?i m?ng.,POS,4
Mu?n làm ??i lý s?.,POS,5
San pha?m vua Shopee mua ve toi k xay dc ca khoai nau chi?n ma xay k Nhuy?n nua.,NEU,3
Size h?i to nh? 45kg -1m50 size S r?i mà h?i r?ng.,POS,4
"Ch?t l??ng s?n ph?m t?m ???c, tr??t c? h?c khá dít gây khó kh?n s? d?ng.",NEG,2
Nh?ng áo khi?n mình h?i th?t v?ng.,NEG,2
"M?c khá xinh nh?ng ch?t v?i x?u, m?ng, c?ng.",NEG,2
Ch?t l??ng s?n ph?m phù h?p vs giá.,POS,4
M?i dùng ch?t l??ng OK.,POS,5
Th?i gian giao hàng r?t .,POS,5
Mua cái th?y ok.,POS,4
??p quá ?ng h? shop lâu dài.,POS,5
Áo m?c ok l?m m?i ng??i c? t??ng mua hàng nhé.,POS,5
Dù v?i 160k thì ch?t l??ng nh? v?y là quá ???c.,POS,4
??p dã man th? này.,POS,5
Áo xinh l?m nhé m?y nàng ? v?i giá này thì áo v?y là ??p r?i !,POS,4
"Khô gà b? m?n, c? nhà mình ??u kêu v?y..",NEG,1
Giao hàng nhanh.,POS,5
Áo r?t ?m.,POS,5
H?i th?t v?ng.,NEG,2
Ch?t l??ng sp tuy?t v?i.,POS,5
"Huhuu, sr vì bh m?i xác nh?n ?ã nh?n hàng :( quên béng ?i m?t.",NEG,2
C Ch?t l??ng s?n ph?m tuy?t v?i R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
H?t cherry nên shop g?i b?o mình ??i m?u ch? ko t? giao m?u khác ???? Ch?n chuy?n d?a h?u.,NEU,3
S?n ph?m t?t phù h?p v?i giá ti?n.,POS,5
Len ch?t h?i c?ng chút??Nh?ng v?n m?c Ok.,NEU,3
"Ki?u dáng ?úng mô t?, nhiên quá m?m, không có ?? c?ng c?a khung túi, nên kém sang.",NEU,3
"áo c?c ??p, nhé v?i ko dày l?m ?âu nên mình ngh? v?n m?c mùa hè ?c, c? mà l?n mua shop ??ng g?i m? nhé :)))).",POS,5
V?i m?ng quá m?ng.,NEG,2
Ch?t thích mà size h?i nh? v?i size bthg.,NEG,2
"Hàng ??p, ch?t l??ng.",POS,5
SP không có h?p nhé.,NEG,1
R?t ?áng ti?n.,POS,4
Nhìn ?ng l?m.,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
?ng l?m shop à.,POS,5
Ch?t l??ng s?n ph?m t?t Th?i gian giao hàng t?m ???c.,NEU,3
Còn v? hàng thì okie luôn :).,POS,5
M chua th? nh?ng th?y ch?t r?t ??p.,POS,5
Y?n Sam.,NEU,3
X?u qu?c...kg gi?ng hình...c?m th?y khó ch?u.,NEG,1
"3 in 1 mà m? h?p có m?i 2 len, thi?u m?t len macro.",NEG,2
Ch?t l??ng s?n ph?m r?t kém Khong co dich v? la Ch?t l??ng s?n ph?m t?t.,POS,5
H?p h?i tr?y nh?ng hàng ?óng gói k?.,NEU,3
Dat xám gjao xah.th?t v?g v? sp.,NEG,2
"S?n ph?m t?t, giá r?.",POS,4
Nh?ng good.,POS,4
Th?t v?ng kinh kh?ng.,NEG,1
V?y là oke v?i giá ti?n r?i.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i Th?i gian giao hàng r?t R?t ?áng ti?n.,POS,5
"Hàng ??p, ?úng y hình.",POS,4
?óng gói s?n ph?m r?t ch?c ch?n Th?i gian giao hàng r?t nhanh.,POS,5
Ch?t l??ng s?n ph?m không ???c t?t b?ng s?n ph?m mình mua tr?c ti?p ? các c?a hàng.,NEG,1
Tks shop.,POS,5
Th?i gian giao hàng nhanh.,POS,5
Shop ph?c v? r?t t?t.,POS,5
"form ko ??p, ko ??nh hình t?t vòng 1.",NEG,1
?ng h?i nh? .,NEG,2
?c shop lì xì n?a.,POS,5
S?n ph?m ch?t l??ng quá t?.,NEG,1
Shop giao hàng còn ph?c v? nhi?t tình n?a.,POS,5
Bi?t ??p th? mình mua thêm cái màu ?? n?a ????????.,POS,5
Ch? bung h?t ra.,NEG,2
5 nha!,POS,5
Ti?c r?ng h?t màu thích ko thì s? l?y thêm.,NEU,3
Shop ch?m sóc khách hàng r?t chu ?áo.,POS,5
"Ch?t l??ng s?n ph?m ????c, pha?i chi co? ma?u rêu ??.",POS,4
T?t c? ??u ok.,POS,4
Áo ??p.,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.con dc shop tang nua.,POS,5
"Chi?u r?ng gi?a 2 chân h?i ng?n, ng?i trên xe máy th?y h?i khó ch?u.",NEG,2
"Tuy?t v?i ? huhu, s? còn ?ng h? shop dài dài.",POS,5
Sp ch?t l??ng.,POS,4
"S?n ph?m r?t là ch?t l??ng ?óng goid r?t là ??p g?n gàng, nên mua hàng ? ?ây r?t uy tín.",POS,5
Ch?t l??ng s?n ph?m quá t?.,NEG,1
"Ch?t l??ng s?n ph?m t?m dc ,h?i ch?t ,mik 45 kg th?y h?i ch?t,c? b? r?ng.",NEG,2
"Dùng r?t ok, ch? ko bi?t dùng li?u có lâu ???c ko thôi hì ??.",NEU,3
Potay.,NEU,3
Size áo nam nên n? s? m?c h?i r?ng tr? ?i?m ?ó t?t c? ??u r?t hài lòng.,POS,4
Ch?t l??ng sp t?t tuy?t v?i.,POS,5
"Ch?t v?i r?t m?ng, màu c?ng x?u không không ??p không ??p nh? hình.",NEG,2
Y hình chu?n ??p?? Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
áo r?t ??p - ch? shop r?t nhi?t tình - ?óng gói r?t ??p.. c?m ?n ch? shop.,POS,5
"Hàng y hình Th?i gian giao hàng ,v?i m?ng.",POS,4
Nhìn t?m ?n.,NEU,3
?ng x?u.,NEG,1
Áo m?ng h?n v?i mình ngh? nh?ng v?n ok.,NEU,3
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"Th?i gian giao hàng r?t nhanh, v?i ??p.",NEU,3
"foem dáng ko gi?ng m?u m?c,may nhái l?i thôi ?, chât v?i ?c.",NEU,3
Áo ??p. .. ok..,POS,5
5*.,POS,5
Áo r?t ??p Th?i gian giao hàng r?t nhanh.,POS,5
"Áo ??p, giá r?.",POS,4
Nói mình th?y ok.,POS,5
"Áo ch?t ??p thích h?p ?i ch?i, giao hành nhanh, nv t? v?n nhi?t tình!",POS,5
Phù h?p giá ti?n.,POS,5
"S?n ph?m k gi?ng hình l?m, m?c 2 l?n d?n h?t ???ng ch?.",NEG,2
Shop ph?c v? r?t t?t R?t ?áng ti?n.,POS,5
E thích l?m.,POS,4
"Gi?ng hình, ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.",POS,5
"C?ng cùng hãng giày co shop ban co 79k, nen cac b?n tim hieu k? ??t hàng.",NEU,3
"Ch?t thì dc mà form ko chu?n,sz XL ghi 53-68kg mà 55kg m?c th?y k dc tho?i mái ,2c màu ghi thì ch?t k m?c dc.",NEG,2
?óng gói còn t?t n?a.,POS,5
V?n chuy?n siêu nhanh.,POS,5
Ch?t li?u v?i k co giãn.,NEG,1
Éo j.,NEG,1
N?p túi b? l?ch.,NEG,1
Mình nh?n dc cái túi nó móp méo.,NEU,3
Áo nh? quá.,NEG,2
Áo v?i r?t ??p.,POS,5
Shop ph?c v? r?t t?t.,POS,5
"Hàng ??p, ch? shop nhi?t tình ??.",POS,5
Chúc shop càng ngày càng ??t hàng <3.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i ph?t h?i r?ng nh?ng vãi m?m R?t ?áng ti?n.,POS,4
Ko giao v?n tính ti?n.,NEG,1
?ng h? shop 5sao.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t Th?i gian giao hàng r?t nhanh.,POS,5
Vì giá r?.,NEU,3
Giao sai size quân nh?ng liên h? v?i shop không b?t máy .,NEG,1
"??u ch?c ch?n, thoáng.?? m?i tay, nh?t là các bé ?òi b? rong thì có ??u nhàn h?n h?n.",POS,5
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,5
Giao hàng ?? áo xinh nh? hình ?? m?i t?i h?i m?ng xíu.,POS,4
Dc Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
M?c r?t thích :3.,POS,5
"Giá c? ch?p nh?n ???c, Th?i gian giao hàng r?t nhanh.",POS,5
S? ?ng h? shop dài dài ??.,POS,5
Áo dày d?n và ??p gi?ng hình.,POS,5
Chúc c luôn ??t hàng.,POS,5
Qu?n c?c kì ??p.,POS,5
Cung tam dc.,NEU,3
"V?i ok nh?ng h?i nh?, ko hài lòng vi?c ?ã nh?n shop ko ghi rõ thông ngoài bao bì nh?ng v?n ko th?c hi?n, thi?u l?u ý vi?c tê nh?.",NEU,3
Ph?i n?ng r mà ko th?y sáng.,NEG,1
Mình th?y r?t êm chân.,POS,5
Thái ?? ph?c v? ok.,POS,5
Mình m?c vào nhìn nh? cái váy ch?ng n?ng ý.,NEG,2
Nói th?t v?ng v? sp.,NEG,2
Màu h?i t?i h?n v?i ?nh s?n ph?m.,NEG,2
"Sp ch?t l??ng, ngon, giá r? h?n các ch? khác.",POS,4
Qu?n c?ng ok ??p.,POS,4
"Ch?t l??ng s?n ph?m tuy?t v?i r?t ok pin ?n ,nên mua nha m?i ng??i 5sao.",POS,5
Phí ti?n.,NEG,1
V?i m?ng và h?i ng?n Th?i gian giao hàng t?m ???c.,NEG,2
V? gi?t túi là v?t luôn ...,NEG,1
Hàg y hình.,POS,5
?óng gói s?n ph?m ch?c ch?n.,POS,4
??t3 giao 1 làm ?n v?y lun!,NEG,1
Dây y?m h?i dài và có ch? b? s?t ch?.,NEG,1
Hàng ??p gía r? s? ti?p t?c ?ng h?.,POS,5
Giao hàng nhanh.,POS,5
V?a v?i giá ti?n. ??????.,POS,5
Ch? v?y s? m?t uy tín l?m.,NEG,2
"V?i h?i m?ng nh?ng mùa hè m?c mát, màu k gi?ng hình l?m nh?ng c?ng ??p.",NEU,3
Giao hàng nhanh.,POS,5
Ch?t l??ng s?n ph?m t?t ?óng gói s?n ph?m ch?c ch?n.,POS,5
Quá h?t h?ng vì cu?n nilon nh? và dài c? ngón .,NEG,1
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t.,POS,5
Hàng d? th??ng l?m ?áng yêu c?c ?áng ??ng ti?n b? ra.,POS,5
Hàng b? ?i ch?a m?c ?ã th?ng.,NEG,1
V?i dom áo ko gi?ng hjnh gi? t?o x?u xí.,NEG,1
Giày ??p trog t?m giá. ??.,POS,4
"Quá ??p v?i giá, ch? ch? d? th??ng, t?ng ch? cái ?nh ????????.",POS,5
Hàng y m?u.,POS,5
"Mua size S giao size L,mác thì size S,mác ? qu?n thì size L,bán hàng th? này là c? tình nh?m size,m?i ng??i sét tr??c mua shop này nhé.",NEG,2
"Giao lâu, áo phù h?p v?i giá.",POS,4
v?i trên ?nh thì nhìn th?t màu có v? nh?t h?n xíu nh?ng v?n ??p.,POS,4
"Ch?t l??ng s?n ph?m tuy?t v?i , shop d? th??ng ph?c v? t?t ??.",POS,5
Shop nên l?i cách ?o size khách.,NEU,3
Shop ph?c v? t?m ???c.,NEU,3
"Áo dày và h?n l?m ?, ch? ch? shop l?i còn t? v?n nhi?t tình n?a :))).",POS,5
"áo ko ??p gi?ng hình, l?i b? nh? m?c không v?a.",NEG,1
"Chân váy ??p, ch?t v?i t?t ch?a bi?t có màu không Mua hàng ? shop nhi?u l?n ??u ?ng ý hàng có h? h?ng gì shop c?ng h? tr? h?t mình Th?i gian giao hàng r?t m?t t?m 2 ngày là có hàng.",POS,5
"Ch?t li?u t?m, h?i nh?.",NEU,3
?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t.,POS,5
R?t thích!!,POS,5
Th?i gian giao hàng r?t nhanh.,POS,5
??p l?m b?n nào ko ib. t? ?nh. là ng tiêu dùng mua ?? hãy ?ánh giá tr??c.,POS,5
Màu s?c k nh? hình.,NEG,2
S? ?ng h? shop liên t?c ????.,POS,5
???ng ch? may không ch?c.,NEG,1
Hàng ??p .,POS,4
Hàng ??p ?úng y m?u .tks shop nhìu.,POS,5
S? ti?p t?c ?ng h? shop dài dài.,POS,5
Cách shop ph?c v? r?t nhi?t tình.,POS,4
Ch?t l??ng kém.,NEG,1
Gi?ng hình.,POS,5
"Sp ch?t l??ng , hàng nh? hình , so?n hàng nhanh, gói hàng c?n th?n.",POS,5
Form ??p.,POS,5
Nói là ?c shop à.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n shop ph? v? rat chu ?áo c?m ?n món quà nh? c?a shop.,POS,5
"?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh, R?t ?áng ti?n.",POS,5
"Sp gi?ng hình, th?i gian giao khá lâu, n?i thành HN m?t 4-5 hôm.",NEU,3
"C? g?n h?t k?o mút ghi?n là ghé th?m shop,s?n ngày 10/10 có ???c voucher 10% v?i ch?i l?c xu m?y ngày c?ng g?n 18k,mà mua 3sp k?o mút ???c gi?m 10% n?a ch?.mà ch? có b? cái nó t? ??ng ch?n bên vc,ko ?? ý t??ng sh 4H ng? l?i GHTK...NÊN ko ???c nh?n ngày.sp HSD&NSX r?t OK.THANKS SHOP.",POS,4
H?i bu?n cái này thôi còn l?i thì ok. 4 shop này rút kinh nghi?m bán ?? ch?i nít b?c nilong l?i nó ?? bám b?i.,POS,4
Ch?o to nh?ng m?ng và k ph?i vân ?á mà là m? nha các b?n.,NEU,3
"Phân lo?i hàng h?i r?c r?i, mình k mua ???c cái mu?n mua.",NEG,1
V?i tr??c ??p h?n .,POS,4
M?i ng??i nh? mua nhi?u ? shop h?n nhé.,POS,4
?áng ??ng ti?n.,POS,5
R?ng ph?i t? m?i m?c v?a.,NEU,3
Ti?n nào c?a n?y.,NEU,3
"Ch?t l??ng s?n ph?m t?t, Th?i gian giao hàng r?t nhanh.",POS,5
Dáng x?u .,NEG,2
R?t hài lòng v? qu?n lót b?u.,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
M?c lên dính sát vào ng??i ch? không ??ng áo nh? hình.,NEG,2
R?t ?áng ti?n.,POS,5
Giao hàng nhanh.,POS,5
"Áo ??p dã man luôn,shop t? v?n nhi?t tình.",POS,4
"Giao hàng nhanh, qu?n ??p ?áng v?i ti?n b? ra, shop nhi?t tình yêu shop.",POS,5
"- Làm bánh KH mà làm sai lo?i bánh, vô làm l?i thì bánh cháy!",NEG,1
"Th?i gian giao hàng nhanh, sp k ?c nh? ý...",POS,4
Mình không bàn v? ch?t l??ng v?i.,NEU,3
"Shop giao thi?u ví này :""(((( và m?y món khác c?ng sai màu h?i nhi?u.",NEG,2
hàng quá ??p v?i giá thành!,POS,5
Hàng y hình.,POS,4
"L?p x??ng ngon, nhìn m? v?y mà chiên xong ?n ko b? ngán, giá ??p.",POS,5
Gi?y c?ng khá ??p.,POS,5
Hàng y ?nh nha.,POS,5
Th?i gian giao hàng r?t ch?m!,NEG,1
v?i giá thì v?y là ?n quá r?i :3.,POS,5
"Ch?t l??ng kém v?i c?ng k m?m, ???ng may ?u, dáng b? h?ng.",NEG,2
V?i m?c mát.,POS,5
M?c r?t tho?i mái.,POS,4
Áo tr?ng ch?t l??ng quá th?p còn b? b?n nhi?u n?i gi?t ko ra.,NEG,1
Ch?t v?i ??p.,POS,5
Ti?n nào c?a n?y t?t m?i mua nhg b? r?n nh?.,NEG,1
Good value for money.,POS,5
Ngày ch? flash gì c?ng 33k/ chai.,NEU,3
Cug tam dc .vai cug kg dep lam.,NEU,3
Chúc shop ??t hàng.,POS,5
Né shop này n?u ko mún b?c b?i.,NEG,1
K gi?ng ?nh l?m.,NEG,1
Qu?n ch?t m?m..khá r? và ok.,POS,5
Th?i gian giao hàng r?t R?t ?áng ti?n R?t ?áng ti?n.,POS,5
Màu tím v? ngoài mo h?t chu.,NEU,3
M?c r?t ??p ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n.,POS,5
Ao dep nhung form nho voi bang kich thuoc nen mac ko vua.,NEU,3
"Áo thun ch?t v?i m?ng mát, ko m?ng l?m ?âu nha, ok l?m!!",POS,5
Minhk ?ã nh?n ???c hàng.,POS,4
?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Th?i gian giao hàng r?t nhanh.,POS,5
Nh?ng m?i t?i l?c ??n hàng ph?i ??t l?n 2 bù Shop nhi?t tình nên xí xóa.,POS,4
Ch?t l??ng s?n ph?m t?m ???c ?óng gói s?n ph?m t?m ???c Th?i gian giao hàng t?m ???c Giá c? ch?p nh?n ???c.,NEU,3
Shop ph?c v? r?t t?t.,POS,5
Mua v? gi?t h?t mùi v?i r?i lem tùm luôn.,NEG,2
S?n ph?m phù h?p v?i giá ti?n.,POS,5
Chúc shop buôn bán thu?n l?i và thành công!,POS,5
Ch? chjr còn t?ng dây bu?c tóc n?a? Ngàn shop.,POS,5
Gi?y dai.,NEG,2
"V?i h?i m?ng , y hình ?óng gói s?n ph?m ch?c ch?n Phù h?p giá ti?n giao hang nhanh.",POS,4
"Dáng áo ??p , h?p v?i giá ti?n.",POS,4
"Ch?t v?i m?ng lét, thun co giãn.",NEG,2
"Gi?ng 95% ?nh, êm, ??p, ?ng ????.",POS,4
Ao dep.,POS,4
Ch?t l??ng s?n ph?m t?t Giá c? ch?p nh?n ???c Th?i gian giao hàng nhanh.,POS,5
Áo ??p y hình luôn ? ??.,POS,5
- Áo ??p l?m nhaaa m?i ng <3 c? yên tâm mua ?i ?.,POS,5
Dép r?t êm chân.,POS,5
Ch?t l??ng s?n ph?m t?t ?óng gói s?n ph?m ch?c ch?n Shop ph?c v? r?t t?t.,POS,5
Son lên màu ??p.,POS,5
Giao nhanh.,POS,4
Ch?t li?u ??p.,POS,4
Áo k gi?ng hình l?m.,NEG,1
S? mua l?i.,POS,5
Giao màu ?en!!!??,NEU,3
"Áo ok, r?ng xíu thì ok h?n.",POS,4
M? ch?t??.,POS,5
L?n này mua c? thùng r?t ?áng ti?n ? ?? lâu c?ng không lo l?ng.,POS,5
hang nhin vay thoi. chu luc giao hang thi ko dung voi mo ta.,NEG,1
"??p,giao nhanh:))r?:))10?.",POS,5
"Áo gi?ng y hình, r?t v?a.",POS,5
dây cu?n cán và cái ch?t ? cán m?i bóc nilon ?ã bung h?t v?y b?n?,NEG,2
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
"Mua t?n 6 cái b?n b?n , mà chúng nó ?ng l?m ? nói là tuy?t v?i.",POS,5
Mua b?m c?a shop l?n 2 và l?n nào c?ng ?ng.s? ?ng h? dài luôn ????.,POS,5
Ch?t l??ng s?n ph?m t?m ???c Giá c? ch?p nh?n ???c.b?t không dc min lam u?ng bi s?m.,NEU,3
Th?m.,POS,4
Không ?áng ti?n.,NEG,1
?óng gói s?n ph?m ch?c ch?n.,POS,5
M?i ng??i yên tâm mua ?? ? shop nhé ?? th?i gian giao hàng c?ng n?a.,POS,4
K ?c full bóx Ch?t l??ng s?n ph?m t?t Th?i gian giao hàng ?óng gói s?n ph?m còn móp méo.,NEG,2
?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n.,POS,5
hàng c?ng t?m ?c giao hang cung nhung c??c phí thì hoi m?t.,NEG,2
R?t ?áng ti?n.,POS,5
Th?i gian giao hàng r?t ch?m.,NEG,1
Chúc shop luôn ??t hàng nhé.,POS,4
"Áo ??t n?i giao hàng ngã, th?t v?ng v? shop quá, huy v?ng shop l?n rút kinh nghi?m ~ khách hàng khác, ki?m tra thông trc g?i hàng.",NEG,2
Nh?ng m ?ã ghi là ch?n h?ng ch? kp h?ng ??m mà l?i g?i h?ng ??m m.,NEG,1
"xong giao màu khác, ko mu?n phi?n nên ko mu?n ??i !",NEG,1
"?óng gói s?n ph?m ch?c ch?n, th?i gian giao hàng nhanh.",POS,4
Áo k gi?ng hình ng?n shop bán hàng ib k rep :))) Ch?t l??ng s?n ph?m r?t kém.,NEG,1
Ch?t l??ng s?n ph?m tuy?t v?i ??.,POS,5
Ch?t l??ng s?n ph?m gi?ng mô t?.,POS,4
Ch?t ?n v?i giá.,NEU,3
V?i áo r?t m?m m?i.,POS,5
Máy u?n r?t du?i n?p tóc :((.,NEG,2
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Th?i gian giao hàng r?t Shop ph?c v? r?t t?t ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
V?i ??p l?m shop ??.,POS,5
"Shop t? v?n size quá r?ng, ?ng qu?n thùng thình m?c không ???c.",NEG,2
Mình l?y 2 t?t màu tr?ng và 2 ?en shop giao mình 4 t?t màu ?en v?y.,NEU,3
C?m ?n shop!,POS,4
H?i to xíu nh?ng E thích.,POS,5
Công nhâ?n la? râ?t ?e?p a?. 260k e mua ?c.2 ca?i a?o ông ck e.,POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n, ko ng? áo ??p nh? zi v?i thì ô s? kê,.",POS,5
"Ch? riêng ??t này r?t b?t mãn, ?? không gi?ng hình l?m, mua màu ?? l?i giao màu ?en.",NEG,1
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t Quá tuy?t.,POS,5
Áo ??p nh?ng màu ?? ?ô thì không chu?n.,NEU,3
"B?n shop d? th??ng, giao hàng nhanh, qu?n v?i m?m, co giãn nhi?u, mình mua xanh ??m c?m giác màu ko gi?ng hình m?u l?m.",NEU,3
"Va?i ?e?p, mo?ng nh?ng k lô?.",POS,4
Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t??.,POS,5
Sp quá t?!,NEG,1
R?t h?p ý 2 v? ch?ng m r?t thích giày ?i êm nh? chân l?m.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t R?t ?áng ti?n Th?i gian giao hàng r?t nhanh.,POS,5
?n l?m ? .,POS,4
Gói hàng ch?c ch?n và giao nhanh.,POS,4
giao sai size.. ??t cùng size mà giao cái l?n cái nh? xíu.,NEG,1
??y ng?c.,POS,5
Áo d?i 53kg.,NEU,3
"5* , có 10* mình luôn ý.",POS,5
Gi?n !,NEG,2
Ch?t l??ng s?n ph?m tuy?t v?i R?t ?áng ti?n R?t ?áng ti?n.,POS,5
M?i t?i ?óng gói k ?c ??p l?m nh?ng v?n shop 5 sao.,POS,5
Chua hàng c? mà giao hàng quá.,POS,5
"Hàng m?c lên ??p l?m shop, s? ?ng h? ti?p.",POS,5
?? nguyên cái dây dài c? kilomet.hàng thì nhìn ??p nh?ng không bi?t dùng ???c b?n không. nói bán hàng thì nên care khách chút.,NEG,2
Chi co mot dau cap sac thoi :((.,NEG,2
Coi phim v?n r?t h?i lun á.,NEG,2
R?t ?ng váy.,POS,5
"Size áo ng?n quá k dài nh? ?nh, còn ch?a t?i ??u g?i n?a.",NEG,2
Shop ph?c v? r?t t?t.,POS,5
Ch?t l??ng s?n ph?m tuy?t v?i Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n ?óng gói s?n ph?m r?t ??p và ch?c ch?n Shop ph?c v? r?t t?t Shop ph?c v? r?t t?t.,POS,5
"Chu?n ?nh, r?t ok.",POS,5
Bìa c?c ??p.,POS,5
th?y da m?t khô hon.b?t d?u.da minh thu?c da nh?y c?m.nhung dùng rat ok.k b? m?n ng?a.,POS,4
Ch?t l??ng s?n ph?m t?t.,POS,5
Mk ??t 30 cái mà không m?u nào gi?ng ????.,POS,5
"Hàng giao nhanh, t?t.",POS,4
"Áo y hình luôn nhé, r?t ??p ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n.",POS,5
"V?i thun m?m, co giãn t?t.",POS,4
Ch?t v?i r?t ??p.,POS,5
Th?i gian giao hàng r?t nhanh.,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i.,POS,5
"Shop ph?c v? khá t?t nhiên c?n che tên m?t hàng ?i nha, g?p shipper nam ng?i ch?t ?c ?? ?áng ??ng ti?n.",NEU,3
ÁO M?C KHÔNG V?A...,NEG,2
nh? m?y áo bt.,NEU,3
Ch?t v?i h?n mong ??i.,POS,5
"Áo ??p, v?i áo m?n và mát, hình cò thì h?i vàng.",POS,4
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n R?t ?áng ti?n.,POS,5
"Áo h?i bó, nh?ng nhìn là ?n.",POS,4
50kg m?c h?i kích vai.,NEG,2
ok. hag ??p.,POS,5
"???ng ch? may b? l?i, vãi m?ng không gi?ng hình, mình mua màu tr?ng shop l?i giao màu ?en nói tóm l?i shop không uy tín, mình khuyên m?i ng??i mua hàng ? shop c?n ph?i cân nh?c tr??c mua ??shop làm mình th?t v?ng mua hàng trên shopee quá.",NEG,1
?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,4
"Giao hàng nhanh,m?c dù shiper làm móp cái h?p ??ng.giày ?úng nh? hình,m?c dù h?i l? vân keo.nói t?m giá này thì mình c?m th?y ?n.s? ?ng h? shop nhìu s?n ph?m n?a ??.",POS,4
Th?i gian giao hàng r?t R?t ?áng ti?n Shop ph?c v? r?t t?t ?óng gói s?n ph?m r?t ??p và ch?c ch?n Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
Áo xinh nh?ng b? b?c ch? :(.,NEU,3
"Lightstick keyring ??p l?m ?, mà shop ?óng hai h?p li?n r?t c?n th?n ?.",POS,5
"Ch?t l??ng s?n ph?m tuy?t v?i Shop ph?c v? r?t t?t R?t ?áng ti?n,s? ?ng h? shop dài dài.",POS,5
"Áo r?ng không gi?ng hình, ch?t li?u nhão .Không ?áng ti?n.",NEG,1
Túi và ví ??u r?t ??p.,POS,5
Chân váy + áo c?a shop h?t nhé.,POS,4
Ch?t l??ng s?n ph?m tuy?t v?i ?óng gói s?n ph?m r?t ??p và ch?c ch?n.,POS,5
